Time,Voltage
-1.7008000200E-07,0.0999998300
-1.7000000200E-07,0.1406248000
-1.6992000200E-07,0.1546873000
-1.6984000200E-07,0.1460936000
-1.6976000200E-07,0.1242186000
-1.6968000200E-07,0.0999998300
-1.6960000200E-07,0.0843748300
-1.6952000200E-07,0.0789060800
-1.6944000200E-07,0.0828123300
-1.6936000200E-07,0.0914060800
-1.6928000200E-07,0.0999998300
-1.6920000200E-07,0.1054686000
-1.6912000200E-07,0.1046873000
-1.6904000200E-07,0.1023436000
-1.6896000200E-07,0.0999998300
-1.6888000200E-07,0.0999998300
-1.6880000200E-07,0.1054686000
-1.6872000200E-07,0.1109373000
-1.6864000200E-07,0.1140623000
-1.6856000200E-07,0.1109373000
-1.6848000200E-07,0.0999998300
-1.6840000200E-07,0.0835935800
-1.6832000200E-07,0.0687498300
-1.6824000200E-07,0.0632810800
-1.6816000200E-07,0.0726560800
-1.6808000200E-07,0.0999998300
-1.6800000200E-07,0.1445311000
-1.6792000200E-07,0.1976561000
-1.6784000200E-07,0.2484373000
-1.6776000200E-07,0.2859373000
-1.6768000200E-07,0.2999998000
-1.6760000200E-07,0.2843748000
-1.6752000200E-07,0.2453123000
-1.6744000200E-07,0.1945311000
-1.6736000200E-07,0.1421873000
-1.6728000200E-07,0.0999998300
-1.6720000200E-07,0.0742185800
-1.6712000200E-07,0.0671873300
-1.6704000200E-07,0.0734373300
-1.6696000200E-07,0.0867185800
-1.6688000200E-07,0.0999998300
-1.6680000200E-07,0.1085936000
-1.6672000200E-07,0.1093748000
-1.6664000200E-07,0.1062498000
-1.6656000200E-07,0.1015623000
-1.6648000200E-07,0.0999998300
-1.6640000200E-07,0.1031248000
-1.6632000200E-07,0.1093748000
-1.6624000200E-07,0.1140623000
-1.6616000200E-07,0.1124998000
-1.6608000200E-07,0.0999998300
-1.6600000200E-07,0.0749998300
-1.6592000200E-07,0.0374998300
-1.6584000200E-07,-0.0078126670
-1.6576000200E-07,-0.0554689200
-1.6568000200E-07,-0.1000002000
-1.6560000200E-07,-0.1312502000
-1.6552000200E-07,-0.1484377000
-1.6544000200E-07,-0.1492189000
-1.6536000200E-07,-0.1320314000
-1.6528000200E-07,-0.1000002000
-1.6520000200E-07,-0.0531251700
-1.6512000200E-07,-0.0039064180
-1.6504000200E-07,0.0421873300
-1.6496000200E-07,0.0781248300
-1.6488000200E-07,0.0999998300
-1.6480000200E-07,0.1070311000
-1.6472000200E-07,0.1039061000
-1.6464000200E-07,0.0968748300
-1.6456000200E-07,0.0945310800
-1.6448000200E-07,0.0999998300
-1.6440000200E-07,0.1140623000
-1.6432000200E-07,0.1296873000
-1.6424000200E-07,0.1382811000
-1.6416000200E-07,0.1296873000
-1.6408000200E-07,0.0999998300
-1.6400000200E-07,0.0515623300
-1.6392000200E-07,-0.0070314170
-1.6384000200E-07,-0.0609376700
